city,locality,apartment_name,bhk,area_sqft,price_per_sqft_inr,price_in_inr,price_in_lakhs,year_built,floor_no,total_floors,furnishing,near_metro,generated_at
Chennai,Anna Nagar,Royal Apartments,3,1485,8214,12197790,121.98,2025,2,28,Furnished,No,2026-01-19
Coimbatore,Peelamedu,Silver Bloom,2,947,3695,3499165,34.99,2014,25,31,Semi-Furnished,No,2026-01-19
Hyderabad,Begumpet,Silver Plaza,4,2125,5238,11130750,111.31,2005,7,29,Unfurnished,No,2026-01-19
Pune,Hinjewadi,Vista Garden,2,1086,8012,8701032,87.01,1991,4,30,Unfurnished,No,2026-01-19
Bengaluru,Indiranagar,Cedar Arcade,3,1236,10822,13375992,133.76,1998,2,11,Semi-Furnished,No,2026-01-19
Thane,Ghodbunder Road,Lotus Garden,1,620,15641,9697420,96.97,2006,1,29,Furnished,No,2026-01-19
Thane,Bhayandar,Regal Garden,4,1844,17581,32419364,324.19,2020,1,33,Semi-Furnished,No,2026-01-19
Thane,Ghodbunder Road,Oak Grove,2,985,15444,15212340,152.12,1986,1,11,Unfurnished,No,2026-01-19
Noida,Greater Noida,Crystal Residency,3,1624,7022,11403728,114.04,2014,1,30,Furnished,No,2026-01-19
Indore,Bhawar Kuan,Oak Square,2,1026,3990,4093740,40.94,1997,2,32,Furnished,Yes,2026-01-19
Delhi,Dwarka,Orchid Arcade,3,1563,10272,16055136,160.55,1993,1,23,Furnished,No,2026-01-19
Mumbai,Lower Parel,Silver Heights,2,1123,30520,34273960,342.74,1994,2,9,Furnished,No,2026-01-19
Pune,Wagholi,Lotus Apartments,1,535,11246,6016610,60.17,2016,2,14,Unfurnished,No,2026-01-19
Mumbai,Powai,Hill Heights,3,1211,30427,36847097,368.47,1998,3,25,Unfurnished,Yes,2026-01-19
Lucknow,Gomti Nagar,Pride Bloom,2,955,3229,3083695,30.84,1993,1,18,Semi-Furnished,No,2026-01-19
Chennai,T Nagar,Silver Heights,1,656,6770,4441120,44.41,1999,2,5,Unfurnished,Yes,2026-01-19
Coimbatore,RS Puram,Silver Apartments,3,1588,4229,6715652,67.16,1988,1,29,Semi-Furnished,No,2026-01-19
Bengaluru,Whitefield,Orchid Bay,3,1176,12498,14697648,146.98,2012,10,35,Furnished,No,2026-01-19
Gurgaon,MG Road,Iris Arcade,2,972,11423,11103156,111.03,2021,2,34,Semi-Furnished,Yes,2026-01-19
Indore,Bhawar Kuan,Amber Terrace,2,1156,3876,4480656,44.81,1988,3,21,Furnished,No,2026-01-19
Delhi,Saket,Vista Square,2,1031,10567,10894577,108.95,2017,5,10,Furnished,Yes,2026-01-19
Jaipur,Tonk Road,Sunrise Enclave,1,553,4144,2291632,22.92,1986,2,32,Semi-Furnished,No,2026-01-19
Hyderabad,Begumpet,Urban Grove,3,1354,4774,6463996,64.64,1987,3,22,Unfurnished,Yes,2026-01-19
Nagpur,Bajaj Nagar,Silver Plaza,1,672,2999,2015328,20.15,1990,2,10,Furnished,Yes,2026-01-19
Bengaluru,Whitefield,Crown Bay,2,999,12582,12569418,125.69,2014,4,12,Unfurnished,No,2026-01-19
Gurgaon,Sector 14,Maple Bay,3,1417,7598,10766366,107.66,2003,4,33,Semi-Furnished,Yes,2026-01-19
Gurgaon,Sohna Road,Green Court,2,832,8629,7179328,71.79,1990,5,25,Semi-Furnished,Yes,2026-01-19
Noida,Sector 62,Regal Bloom,2,764,7394,5649016,56.49,1991,3,17,Unfurnished,No,2026-01-19
Delhi,Sultanpur,Lotus Residency,2,937,12569,11777153,117.77,2014,1,11,Furnished,No,2026-01-19
Vadodara,Manjalpur,Pearl Bloom,2,790,4209,3325110,33.25,1986,8,11,Furnished,Yes,2026-01-19
Mohali,Kharar,Royal Residency,2,1130,4806,5430780,54.31,2017,6,12,Furnished,No,2026-01-19
Surat,Udhna,Oak Apartments,3,1462,4781,6989822,69.9,1998,6,12,Furnished,No,2026-01-19
Delhi,Sultanpur,Orchid Terrace,2,943,11511,10854873,108.55,2004,3,21,Unfurnished,Yes,2026-01-19
Delhi,Rohini,Vista Enclave,2,1019,13848,14111112,141.11,2010,8,26,Unfurnished,Yes,2026-01-19
Bengaluru,Indiranagar,Regal Grove,1,498,9576,4768848,47.69,2005,1,11,Semi-Furnished,Yes,2026-01-19
Chandigarh,Sector 9,Iris Plaza,2,777,7858,6105666,61.06,1997,14,20,Unfurnished,No,2026-01-19
Gurgaon,DLF Phase 1,Hill Arcade,4,2228,10951,24398828,243.99,2015,12,21,Unfurnished,No,2026-01-19
Chennai,Velachery,Galaxy Bloom,1,584,7439,4344376,43.44,2002,16,32,Furnished,No,2026-01-19
Surat,Dumas,Pearl Plaza,3,1812,4242,7686504,76.87,1994,2,11,Unfurnished,No,2026-01-19
Chandigarh,Sector 8C,Lotus Bloom,3,1774,5829,10340646,103.41,2019,2,29,Semi-Furnished,No,2026-01-19
Gurgaon,Sector 49,Sky Enclave,2,1254,8481,10635174,106.35,1998,10,29,Furnished,Yes,2026-01-19
Coimbatore,Gandhipuram,Galaxy Plaza,3,1450,3999,5798550,57.99,2015,3,21,Semi-Furnished,Yes,2026-01-19
Chennai,T Nagar,Hill Arcade,3,1570,8205,12881850,128.82,2007,4,28,Unfurnished,Yes,2026-01-19
Ahmedabad,Maninagar,Cedar Heights,3,1527,4789,7312803,73.13,1999,2,3,Furnished,No,2026-01-19
Jaipur,Mansarovar,Pride Court,1,569,5758,3276302,32.76,1994,3,7,Semi-Furnished,Yes,2026-01-19
Nagpur,Dhantoli,Crystal Enclave,2,994,3089,3070466,30.7,2004,1,34,Semi-Furnished,No,2026-01-19
Delhi,Rohini,Oak Grove,2,924,14067,12997908,129.98,2012,2,27,Unfurnished,No,2026-01-19
Thane,Kolshet,Lotus Court,3,1495,11730,17536350,175.36,2009,1,31,Unfurnished,No,2026-01-19
Ahmedabad,Bodakdev,Amber Court,2,795,3616,2874720,28.75,2005,1,20,Semi-Furnished,No,2026-01-19
Coimbatore,Kovaipudur,Amber Arcade,4,2413,3126,7543038,75.43,1985,3,34,Semi-Furnished,Yes,2026-01-19
Bengaluru,Whitefield,Cedar Apartments,2,1067,11513,12284371,122.84,1998,8,17,Furnished,No,2026-01-19
Gurgaon,Sohna Road,Maple Enclave,1,522,8793,4589946,45.9,2008,8,32,Semi-Furnished,No,2026-01-19
Mohali,Kharar,Sky Plaza,3,1167,6454,7531818,75.32,2007,1,32,Unfurnished,Yes,2026-01-19
Mumbai,BKC,Cedar Plaza,2,747,28297,21137859,211.38,2005,3,15,Furnished,No,2026-01-19
Hyderabad,Begumpet,Amber Square,3,1518,8071,12251778,122.52,2021,2,27,Semi-Furnished,No,2026-01-19
Chennai,Velachery,Royal Arcade,4,1492,7060,10533520,105.34,2021,1,19,Semi-Furnished,No,2026-01-19
Mumbai,Andheri,Iris Terrace,3,1422,24117,34294374,342.94,2018,4,32,Unfurnished,Yes,2026-01-19
Surat,Vesu,Oak Terrace,1,568,4320,2453760,24.54,2011,9,17,Furnished,Yes,2026-01-19
Mumbai,Andheri,Galaxy Square,1,632,26614,16820048,168.2,2020,4,15,Furnished,Yes,2026-01-19
Mumbai,Versova,Iris Garden,2,1006,24497,24643982,246.44,2002,2,29,Unfurnished,No,2026-01-19
Mumbai,BKC,Sky Arcade,2,1041,31181,32459421,324.59,2022,6,33,Semi-Furnished,No,2026-01-19
Surat,Adajan,Regal Bay,2,1052,3858,4058616,40.59,2003,8,32,Semi-Furnished,No,2026-01-19
Jaipur,C Scheme,Sky Court,2,835,5068,4231780,42.32,1993,5,28,Furnished,No,2026-01-19
Mumbai,Bandra,Maple Apartments,3,1834,22823,41857382,418.57,2017,17,34,Unfurnished,Yes,2026-01-19
Chennai,OMR,Amber Heights,2,661,7487,4948907,49.49,1997,8,30,Furnished,No,2026-01-19
Mumbai,Powai,Maple Court,4,2383,21923,52242509,522.43,1996,20,30,Furnished,Yes,2026-01-19
Thane,Majiwada,Sky Bloom,3,1256,13176,16549056,165.49,2013,1,17,Semi-Furnished,Yes,2026-01-19
Surat,Varachha,Sky Villas,1,745,4345,3237025,32.37,1986,6,20,Furnished,Yes,2026-01-19
Noida,Sector 50,Sunrise Residency,2,1181,9306,10990386,109.9,2007,1,28,Furnished,No,2026-01-19
Chennai,Besant Nagar,Pride Arcade,4,2066,8791,18162206,181.62,2015,5,22,Semi-Furnished,No,2026-01-19
Ahmedabad,Maninagar,Green Heights,4,2637,4299,11336463,113.36,2004,4,13,Unfurnished,Yes,2026-01-19
Pune,Hinjewadi,Maple Villas,3,1539,8618,13263102,132.63,2025,3,19,Unfurnished,No,2026-01-19
Coimbatore,Gandhipuram,Hill Grove,3,1247,3895,4857065,48.57,1992,2,19,Unfurnished,Yes,2026-01-19
Mumbai,Lower Parel,Iris Bay,4,1768,21496,38004928,380.05,2015,18,21,Furnished,Yes,2026-01-19
Thane,Powai,Pearl Terrace,1,515,14147,7285705,72.86,2003,3,32,Unfurnished,Yes,2026-01-19
Lucknow,Gomti Nagar,Pride Enclave,1,569,3284,1868596,18.69,1997,1,6,Furnished,Yes,2026-01-19
Pune,Wagholi,Cedar Bay,3,1480,6646,9836080,98.36,2019,8,12,Unfurnished,Yes,2026-01-19
Vadodara,Gotri,Crown Arcade,2,757,3873,2931861,29.32,2012,9,35,Semi-Furnished,No,2026-01-19
Mumbai,Powai,Regal Enclave,1,546,25549,13949754,139.5,1999,1,19,Furnished,No,2026-01-19
Kolkata,Garia,Royal Court,2,1057,5145,5438265,54.38,2017,3,34,Unfurnished,No,2026-01-19
Thane,Powai,Green Square,3,1211,13448,16285528,162.86,1991,3,23,Unfurnished,Yes,2026-01-19
Thane,Ghodbunder Road,Green Square,1,730,13818,10087140,100.87,2023,7,22,Semi-Furnished,No,2026-01-19
Mohali,Phase 3B2,Pearl Court,3,1412,4771,6736652,67.37,1987,14,16,Furnished,Yes,2026-01-19
Hyderabad,Gachibowli,Palace Heights,3,1431,5181,7414011,74.14,2006,2,5,Semi-Furnished,No,2026-01-19
Jaipur,Vaishali Nagar,Iris Plaza,3,1144,3990,4564560,45.65,1994,1,6,Semi-Furnished,No,2026-01-19
Thane,Bhayandar,Galaxy Bloom,2,765,11793,9021645,90.22,2013,5,26,Unfurnished,Yes,2026-01-19
Indore,Bhawar Kuan,Palace Plaza,1,659,3633,2394147,23.94,2020,3,33,Semi-Furnished,No,2026-01-19
Thane,Kolshet,Lotus Plaza,2,1015,14261,14474915,144.75,2013,1,22,Unfurnished,Yes,2026-01-19
Chandigarh,Sector 35,Green Terrace,1,525,8895,4669875,46.7,1999,18,21,Unfurnished,No,2026-01-19
Gurgaon,Sector 49,Pride Court,2,839,11013,9239907,92.4,1995,7,30,Unfurnished,No,2026-01-19
Jaipur,Tonk Road,Crystal Plaza,3,899,5638,5068562,50.69,2018,3,11,Semi-Furnished,No,2026-01-19
Noida,Noida Extension,Pride Grove,2,930,9953,9256290,92.56,2005,4,28,Unfurnished,Yes,2026-01-19
Gurgaon,Sector 14,Maple Plaza,3,1524,8532,13002768,130.03,2022,8,29,Furnished,No,2026-01-19
Mumbai,Bandra,Lotus Court,2,983,20428,20080724,200.81,2013,8,30,Semi-Furnished,No,2026-01-19
Delhi,Dwarka,Palace Grove,2,782,13563,10606266,106.06,2019,2,21,Semi-Furnished,No,2026-01-19
Bengaluru,Hebbal,Amber Heights,1,561,11753,6593433,65.93,2025,3,4,Semi-Furnished,Yes,2026-01-19
Pune,Baner,Cedar Villas,3,1712,7631,13064272,130.64,1994,2,27,Semi-Furnished,Yes,2026-01-19
Mumbai,Versova,Sunrise Court,4,2347,27968,65640896,656.41,2007,10,18,Unfurnished,No,2026-01-19
Noida,Sector 76,Iris Grove,2,978,9671,9458238,94.58,1995,8,26,Semi-Furnished,Yes,2026-01-19
Delhi,Rohini,Pearl Enclave,3,1473,14934,21997782,219.98,2001,6,24,Furnished,No,2026-01-19
Chandigarh,Sector 21,Cedar Square,1,546,6382,3484572,34.85,1989,19,29,Furnished,Yes,2026-01-19
Delhi,Saket,Oak Apartments,2,835,10466,8739110,87.39,2015,8,12,Semi-Furnished,Yes,2026-01-19
Mumbai,Andheri,Maple Heights,1,586,21588,12650568,126.51,1993,3,29,Semi-Furnished,Yes,2026-01-19
Kolkata,Park Street,Iris Bay,1,698,4909,3426482,34.26,2022,2,17,Semi-Furnished,Yes,2026-01-19
Noida,Sector 137,Pride Square,1,609,7853,4782477,47.82,2017,4,35,Unfurnished,Yes,2026-01-19
Chennai,OMR,Urban Enclave,2,772,8765,6766580,67.67,1996,2,8,Unfurnished,Yes,2026-01-19
Delhi,Vasant Kunj,Pride Plaza,2,1144,14060,16084640,160.85,2017,2,6,Unfurnished,Yes,2026-01-19
Mumbai,Andheri,Crown Arcade,2,1005,32291,32452455,324.52,2016,2,22,Unfurnished,No,2026-01-19
Mumbai,Bandra,Royal Residency,2,870,25001,21750870,217.51,2025,2,7,Semi-Furnished,No,2026-01-19
Chennai,Besant Nagar,Orchid Garden,2,891,9450,8419950,84.2,2000,2,22,Furnished,No,2026-01-19
Gurgaon,DLF Phase 1,Ocean Court,3,1374,8724,11986776,119.87,1991,3,9,Unfurnished,Yes,2026-01-19
Chandigarh,Sector 9,Crystal Villas,1,628,8723,5478044,54.78,1991,3,35,Unfurnished,No,2026-01-19
Delhi,Sultanpur,Urban Residency,2,1087,12587,13682069,136.82,2015,6,32,Furnished,Yes,2026-01-19
Thane,Majiwada,Pearl Grove,1,585,12523,7325955,73.26,1987,1,13,Semi-Furnished,Yes,2026-01-19
Mohali,Phase 8,Orchid Enclave,2,796,4927,3921892,39.22,2008,1,24,Furnished,No,2026-01-19
Chandigarh,Sector 35,Lotus Garden,2,1070,6664,7130480,71.3,2024,5,31,Unfurnished,No,2026-01-19
Mohali,Phase 8,Palace Villas,3,1414,5494,7768516,77.69,2014,9,24,Semi-Furnished,No,2026-01-19
Bengaluru,Jayanagar,Vista Bay,2,867,10620,9207540,92.08,2006,4,23,Furnished,No,2026-01-19
Thane,Bhayandar,Vista Apartments,3,1533,13306,20398098,203.98,1996,5,22,Unfurnished,No,2026-01-19
Chennai,Velachery,Pride Terrace,2,796,8551,6806596,68.07,1988,1,32,Semi-Furnished,No,2026-01-19
Pune,Camp,Crystal Arcade,2,1092,9147,9988524,99.89,2023,6,31,Semi-Furnished,Yes,2026-01-19
Mohali,Phase 3B2,Cedar Enclave,3,1694,6551,11097394,110.97,1999,2,16,Semi-Furnished,Yes,2026-01-19
Vadodara,Manjalpur,Ocean Apartments,3,1456,5058,7364448,73.64,1992,4,11,Furnished,No,2026-01-19
Nagpur,Civil Lines,Oak Grove,3,1714,3286,5632204,56.32,2025,5,33,Unfurnished,Yes,2026-01-19
Nagpur,Ramdaspeth,Green Villas,1,717,3396,2434932,24.35,2017,3,16,Unfurnished,Yes,2026-01-19
Bengaluru,Jayanagar,Cedar Bay,3,1525,8521,12994525,129.95,1993,3,24,Semi-Furnished,No,2026-01-19
Mumbai,Juhu,Cedar Grove,2,969,26021,25214349,252.14,2020,5,23,Semi-Furnished,Yes,2026-01-19
Noida,Sector 76,Pearl Bloom,3,1606,9970,16011820,160.12,1996,3,30,Unfurnished,No,2026-01-19
Chennai,Anna Nagar,Galaxy Bay,4,1955,7170,14017350,140.17,2019,9,13,Unfurnished,Yes,2026-01-19
Thane,Kolshet,Silver Enclave,3,1193,11415,13618095,136.18,1996,2,20,Furnished,No,2026-01-19
Noida,Sector 137,Pride Terrace,3,1210,8298,10040580,100.41,1989,4,15,Unfurnished,No,2026-01-19
Mumbai,Bandra,Silver Residency,2,1181,20606,24335686,243.36,1995,2,19,Furnished,Yes,2026-01-19
Thane,Ghodbunder Road,Hill Residency,1,635,16095,10220325,102.2,2024,3,25,Furnished,No,2026-01-19
Noida,Sector 137,Crystal Arcade,1,766,8696,6661136,66.61,1993,2,16,Semi-Furnished,Yes,2026-01-19
Coimbatore,RS Puram,Sky Villas,2,981,3882,3808242,38.08,1988,8,14,Semi-Furnished,Yes,2026-01-19
Mumbai,Bandra,Iris Apartments,2,1095,29228,32004660,320.05,1987,3,17,Semi-Furnished,Yes,2026-01-19
Vadodara,Vasna,Cedar Apartments,3,1693,2973,5033289,50.33,2006,2,13,Semi-Furnished,Yes,2026-01-19
Mumbai,BKC,Ocean Heights,2,1060,30033,31834980,318.35,2012,4,29,Semi-Furnished,No,2026-01-19
Chandigarh,Sector 43,Iris Apartments,2,1193,7438,8873534,88.74,2004,4,26,Furnished,Yes,2026-01-19
Thane,Ghodbunder Road,Oak Apartments,2,843,18030,15199290,151.99,2013,3,24,Semi-Furnished,No,2026-01-19
Bengaluru,Whitefield,Silver Garden,1,498,11575,5764350,57.64,2007,10,34,Furnished,Yes,2026-01-19
Delhi,Karol Bagh,Pride Garden,2,1022,15348,15685656,156.86,2002,2,5,Semi-Furnished,No,2026-01-19
Mumbai,Andheri,Lotus Arcade,1,790,22907,18096530,180.97,2010,1,20,Semi-Furnished,No,2026-01-19
Mumbai,Andheri,Regal Villas,2,853,20938,17860114,178.6,1989,1,13,Unfurnished,Yes,2026-01-19
Chandigarh,Sector 21,Ocean Grove,2,997,7767,7743699,77.44,2017,3,21,Furnished,No,2026-01-19
Delhi,Sultanpur,Royal Bay,3,1262,15145,19112990,191.13,1993,20,24,Furnished,No,2026-01-19
Mumbai,Lower Parel,Hill Plaza,4,2367,25727,60895809,608.96,2013,6,13,Furnished,Yes,2026-01-19
Gurgaon,Sector 49,Crown Terrace,1,645,11622,7496190,74.96,1987,7,29,Unfurnished,No,2026-01-19
Chandigarh,Sector 43,Silver Court,2,908,6161,5594188,55.94,2012,3,15,Unfurnished,No,2026-01-19
Chennai,Velachery,Ocean Bloom,2,860,7551,6493860,64.94,2014,1,22,Unfurnished,No,2026-01-19
Nagpur,Sitabuldi,Crown Apartments,2,905,3706,3353930,33.54,1987,2,19,Furnished,No,2026-01-19
Mohali,Phase 6,Cedar Arcade,3,1238,6524,8076712,80.77,2003,1,2,Unfurnished,Yes,2026-01-19
Ahmedabad,Maninagar,Hill Heights,3,1025,4655,4771375,47.71,1998,3,9,Unfurnished,Yes,2026-01-19
Lucknow,Gomti Nagar,Amber Heights,2,982,3420,3358440,33.58,2017,1,3,Furnished,Yes,2026-01-19
Jaipur,Vaishali Nagar,Ocean Apartments,3,1505,3711,5585055,55.85,2011,3,10,Furnished,Yes,2026-01-19
Gurgaon,Sector 56,Hill Square,2,856,10690,9150640,91.51,1989,3,23,Semi-Furnished,No,2026-01-19
Bengaluru,Hebbal,Maple Plaza,3,1550,10497,16270350,162.7,2020,16,26,Unfurnished,Yes,2026-01-19
Gurgaon,MG Road,Cedar Plaza,1,459,9375,4303125,43.03,2003,1,17,Furnished,Yes,2026-01-19
Gurgaon,Sector 14,Pride Garden,1,576,9704,5589504,55.9,1997,3,8,Unfurnished,No,2026-01-19
Mumbai,Andheri,Vista Arcade,3,1583,30750,48677250,486.77,2010,18,33,Furnished,No,2026-01-19
Lucknow,Hazratganj,Regal Grove,3,1416,4047,5730552,57.31,2004,11,18,Furnished,Yes,2026-01-19
Hyderabad,Begumpet,Lotus Square,2,1069,7185,7680765,76.81,1995,3,5,Semi-Furnished,No,2026-01-19
Delhi,Rohini,Cedar Bay,2,786,13001,10218786,102.19,2005,8,23,Unfurnished,No,2026-01-19
Mumbai,Powai,Oak Bay,2,897,25137,22547889,225.48,2002,10,18,Unfurnished,No,2026-01-19
Mumbai,Versova,Ocean Arcade,4,2423,33014,79992922,799.93,2016,2,29,Unfurnished,Yes,2026-01-19
Chandigarh,Sector 35,Green Arcade,2,821,8700,7142700,71.43,2025,3,4,Furnished,No,2026-01-19
Lucknow,Gomti Nagar,Palace Heights,2,1100,3716,4087600,40.88,2017,1,17,Semi-Furnished,Yes,2026-01-19
Mohali,Sector 68,Iris Apartments,2,1007,5135,5170945,51.71,1985,3,22,Furnished,Yes,2026-01-19
Hyderabad,Hitech City,Hill Residency,1,554,4372,2422088,24.22,2005,1,10,Semi-Furnished,No,2026-01-19
Gurgaon,Sector 56,Iris Villas,4,1996,10944,21844224,218.44,2000,1,13,Furnished,Yes,2026-01-19
Bengaluru,Koramangala,Sky Arcade,1,616,10050,6190800,61.91,1989,2,31,Furnished,No,2026-01-19
Lucknow,Alambagh,Orchid Heights,2,920,2930,2695600,26.96,1985,3,12,Unfurnished,Yes,2026-01-19
Thane,Kolshet,Galaxy Bay,2,785,17953,14093105,140.93,1986,8,16,Furnished,Yes,2026-01-19
Pune,Camp,Ocean Garden,2,971,9320,9049720,90.5,2002,4,15,Unfurnished,Yes,2026-01-19
Mumbai,Lower Parel,Ocean Plaza,2,934,31389,29317326,293.17,2007,4,10,Semi-Furnished,Yes,2026-01-19
Delhi,Saket,Iris Bay,2,1256,9522,11959632,119.6,1995,5,19,Semi-Furnished,No,2026-01-19
Kolkata,Salt Lake,Ocean Residency,3,1429,5739,8201031,82.01,2001,8,14,Furnished,No,2026-01-19
Delhi,Dwarka,Pearl Bloom,2,1080,11522,12443760,124.44,2016,6,35,Semi-Furnished,No,2026-01-19
Chandigarh,Sector 43,Hill Terrace,1,557,7186,4002602,40.03,2002,2,4,Semi-Furnished,Yes,2026-01-19
Chandigarh,Sector 43,Oak Terrace,3,1088,6541,7116608,71.17,2003,2,24,Furnished,No,2026-01-19
Thane,Powai,Urban Bloom,1,669,12567,8407323,84.07,1985,2,4,Unfurnished,No,2026-01-19
Bengaluru,Electronic City,Crystal Terrace,2,921,8766,8073486,80.73,2020,3,34,Unfurnished,No,2026-01-19
Bengaluru,Electronic City,Palace Apartments,3,1226,12019,14735294,147.35,2006,1,9,Semi-Furnished,Yes,2026-01-19
Hyderabad,Gachibowli,Hill Villas,2,1113,6939,7723107,77.23,2004,1,16,Unfurnished,No,2026-01-19
Lucknow,Alambagh,Urban Bay,2,723,3609,2609307,26.09,1989,2,30,Furnished,Yes,2026-01-19
Noida,Noida Extension,Crystal Plaza,3,1586,7765,12315290,123.15,2003,3,23,Unfurnished,Yes,2026-01-19
Mumbai,Powai,Oak Bay,1,650,20473,13307450,133.07,2000,15,22,Furnished,Yes,2026-01-19
Bengaluru,Indiranagar,Silver Villas,2,786,9437,7417482,74.17,1998,1,19,Semi-Furnished,Yes,2026-01-19
Noida,Sector 18,Palace Grove,2,946,7688,7272848,72.73,1997,3,6,Semi-Furnished,No,2026-01-19
Bengaluru,Koramangala,Lotus Apartments,2,1163,8499,9884337,98.84,2015,1,13,Semi-Furnished,Yes,2026-01-19
Thane,Ghodbunder Road,Oak Bloom,2,1130,14061,15888930,158.89,1989,2,9,Unfurnished,No,2026-01-19
Mohali,Phase 3B2,Hill Bloom,1,640,5579,3570560,35.71,1995,4,20,Semi-Furnished,No,2026-01-19
Mumbai,Versova,Lotus Bay,1,700,28013,19609100,196.09,2024,5,7,Furnished,Yes,2026-01-19
Lucknow,Hazratganj,Silver Square,1,570,3872,2207040,22.07,2025,3,27,Furnished,No,2026-01-19
Mumbai,Andheri,Orchid Bloom,3,1312,23077,30277024,302.77,2002,3,16,Furnished,Yes,2026-01-19
Mumbai,Juhu,Cedar Square,2,846,28736,24310656,243.11,1991,4,28,Unfurnished,Yes,2026-01-19
Bengaluru,Indiranagar,Green Court,1,680,11180,7602400,76.02,2003,3,18,Furnished,Yes,2026-01-19
Ahmedabad,Navrangpura,Sky Bloom,3,1343,5689,7640327,76.4,1997,1,9,Unfurnished,Yes,2026-01-19
Jaipur,Mansarovar,Crown Court,3,1410,5506,7763460,77.63,2010,4,10,Semi-Furnished,No,2026-01-19
Delhi,Dwarka,Ocean Apartments,2,1178,10498,12366644,123.67,1993,1,21,Semi-Furnished,No,2026-01-19
Hyderabad,Gachibowli,Pearl Arcade,3,1696,5675,9624800,96.25,2017,5,34,Unfurnished,Yes,2026-01-19
Bengaluru,Koramangala,Sky Grove,1,590,9564,5642760,56.43,2023,1,33,Unfurnished,Yes,2026-01-19
Mumbai,Lower Parel,Sunrise Bloom,1,686,21159,14515074,145.15,2017,5,34,Unfurnished,No,2026-01-19
Ahmedabad,Naranpura,Orchid Bay,2,797,6033,4808301,48.08,2016,6,21,Furnished,Yes,2026-01-19
Mumbai,Versova,Palace Bloom,2,1206,29092,35084952,350.85,1989,2,13,Unfurnished,No,2026-01-19
Ahmedabad,Bodakdev,Regal Bloom,3,1508,6019,9076652,90.77,1997,5,11,Furnished,Yes,2026-01-19
Bengaluru,Electronic City,Royal Plaza,1,711,11175,7945425,79.45,1986,2,18,Furnished,No,2026-01-19
Noida,Sector 18,Cedar Bloom,3,1438,9032,12988016,129.88,2009,2,6,Furnished,Yes,2026-01-19
Coimbatore,Kovaipudur,Regal Terrace,3,1606,2854,4583524,45.84,2008,3,3,Furnished,Yes,2026-01-19
Mumbai,Juhu,Iris Bloom,4,2009,31067,62413603,624.14,2004,2,23,Unfurnished,Yes,2026-01-19
Chennai,Adyar,Iris Plaza,2,952,7860,7482720,74.83,2023,7,31,Semi-Furnished,Yes,2026-01-19
Mumbai,Andheri,Royal Enclave,1,568,31424,17848832,178.49,2008,3,5,Semi-Furnished,No,2026-01-19
Surat,Udhna,Vista Villas,3,1275,5156,6573900,65.74,2020,4,28,Furnished,No,2026-01-19
Hyderabad,Madhapur,Maple Bloom,1,526,6096,3206496,32.06,1989,2,16,Semi-Furnished,Yes,2026-01-19
Gurgaon,DLF Phase 1,Green Garden,2,828,10945,9062460,90.62,2009,3,32,Furnished,Yes,2026-01-19
Mohali,Phase 6,Regal Apartments,1,639,5685,3632715,36.33,1994,2,33,Semi-Furnished,No,2026-01-19
Mumbai,Andheri,Green Villas,3,1220,21060,25693200,256.93,1998,5,18,Furnished,No,2026-01-19
Surat,Dumas,Lotus Court,2,1000,5135,5135000,51.35,1990,7,7,Furnished,No,2026-01-19
Gurgaon,Sector 56,Urban Bay,2,1066,11095,11827270,118.27,2014,2,6,Furnished,Yes,2026-01-19
Thane,Bhayandar,Pride Arcade,2,659,14866,9796694,97.97,1988,1,30,Semi-Furnished,Yes,2026-01-19
Nagpur,Dhantoli,Pride Heights,2,1004,2644,2654576,26.55,1995,1,10,Semi-Furnished,Yes,2026-01-19
Delhi,Janakpuri,Pearl Plaza,1,650,13930,9054500,90.55,2017,6,27,Furnished,No,2026-01-19
Lucknow,Alambagh,Green Garden,3,1525,4156,6337900,63.38,1988,3,19,Furnished,Yes,2026-01-19
Pune,Wagholi,Oak Enclave,2,958,7989,7653462,76.53,2006,3,11,Furnished,No,2026-01-19
Bengaluru,Jayanagar,Regal Enclave,2,1037,11254,11670398,116.7,2023,3,27,Semi-Furnished,No,2026-01-19
Mumbai,Bandra,Sky Plaza,1,594,20365,12096810,120.97,2011,5,31,Unfurnished,No,2026-01-19
Noida,Sector 62,Vista Bay,2,982,8707,8550274,85.5,2023,11,27,Semi-Furnished,No,2026-01-19
Mumbai,Lower Parel,Orchid Terrace,2,952,24776,23586752,235.87,2023,1,18,Furnished,Yes,2026-01-19
Bengaluru,Jayanagar,Royal Enclave,2,997,10333,10302001,103.02,2003,2,25,Furnished,Yes,2026-01-19
Kolkata,Alipore,Silver Residency,4,2056,4767,9800952,98.01,1999,8,13,Unfurnished,No,2026-01-19
Hyderabad,Madhapur,Royal Enclave,2,866,6053,5241898,52.42,1996,2,4,Furnished,Yes,2026-01-19
Thane,Majiwada,Crown Garden,2,1002,15460,15490920,154.91,2017,7,17,Unfurnished,Yes,2026-01-19
Indore,Rau,Royal Bloom,2,731,3869,2828239,28.28,1996,13,31,Furnished,Yes,2026-01-19
Mumbai,BKC,Sky Arcade,3,1308,30583,40002564,400.03,2019,3,3,Semi-Furnished,No,2026-01-19
Delhi,Saket,Palace Grove,2,1167,13866,16181622,161.82,1986,4,5,Unfurnished,Yes,2026-01-19
